id,course_name,category,description,price,level,status
787,Indirect Tax Laws and GST: Fundamentals,CA,"Comprehensive training program focusing on indirect tax laws and gst with practical focus on fundamentals, case studies, and hands-on exercises.",7999,Beginner,Active
788,Direct Tax Withholding (TDS/TCS) Compliance: Frameworks & Best Practices,Taxation,"Comprehensive training program focusing on direct tax withholding (tds/tcs) compliance with practical focus on frameworks & best practices, case studies, and hands-on exercises.",5499,Intermediate,Active
789,Investment Banking Modeling & Valuation - Bootcamp,Finance,"Comprehensive training program focusing on investment banking modeling & valuation with practical focus on bootcamp, case studies, and hands-on exercises.",6999,Intermediate,Active
790,International Taxation & Transfer Pricing - Practical Applications,CA,"Comprehensive training program focusing on international taxation & transfer pricing with practical focus on practical applications, case studies, and hands-on exercises.",10999,Intermediate,Active
791,Real-World Projects: AWS Certified Solutions Architect Professional,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect professional with practical focus on real-world projects, case studies, and hands-on exercises.",8999,Advanced,Active
792,FRM (Financial Risk Manager) Level 1 Prep - Executive Training,Certification,"Comprehensive training program focusing on frm (financial risk manager) level 1 prep with practical focus on executive training, case studies, and hands-on exercises.",5999,Beginner,Active
793,CMA Final Indirect Tax Laws & Practice: In-Depth Series,CMA,"Comprehensive training program focusing on cma final indirect tax laws & practice with practical focus on in-depth series, case studies, and hands-on exercises.",13499,Advanced,Active
794,CMA Foundation Business Mathematics & Statistics - Crash Course,CMA,"Comprehensive training program focusing on cma foundation business mathematics & statistics with practical focus on crash course, case studies, and hands-on exercises.",6999,Beginner,Active
795,Frameworks & Best Practices: Accounts Payable & Receivable Automation,Accounting,"Comprehensive training program focusing on accounts payable & receivable automation with practical focus on frameworks & best practices, case studies, and hands-on exercises.",4499,Intermediate,Active
796,CA Intermediate Taxation & Law: Crash Course,CA,"Comprehensive training program focusing on ca intermediate taxation & law with practical focus on crash course, case studies, and hands-on exercises.",10999,Intermediate,Active
797,Practical Applications: RESTful API Engineering with FastAPI,Technology,"Comprehensive training program focusing on restful api engineering with fastapi with practical focus on practical applications, case studies, and hands-on exercises.",5999,Intermediate,Active
798,Edge Computing & Cloud Migration Strategies - In-Depth Series,Cloud Computing,"Comprehensive training program focusing on edge computing & cloud migration strategies with practical focus on in-depth series, case studies, and hands-on exercises.",6499,Intermediate,Active
799,CompTIA Security+ Exam Preparation - Zero to Hero,Cybersecurity,"Comprehensive training program focusing on comptia security+ exam preparation with practical focus on zero to hero, case studies, and hands-on exercises.",4999,Beginner,Active
800,Commodity Trading & Hedging Strategies: Practical Applications,Finance,"Comprehensive training program focusing on commodity trading & hedging strategies with practical focus on practical applications, case studies, and hands-on exercises.",6999,Intermediate,Active
801,Equity Research Analysis - Advanced Practice,Finance,"Comprehensive training program focusing on equity research analysis with practical focus on advanced practice, case studies, and hands-on exercises.",9499,Advanced,Active
802,Quantitative Finance & Algorithmic Trading - Mastery,Finance,"Comprehensive training program focusing on quantitative finance & algorithmic trading with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Active
803,Drafting Commercial Contracts & Service Agreements - Bootcamp,Law,"Comprehensive training program focusing on drafting commercial contracts & service agreements with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
804,Strategy & Implementation: Full Stack Python with Django & React,Technology,"Comprehensive training program focusing on full stack python with django & react with practical focus on strategy & implementation, case studies, and hands-on exercises.",5999,Intermediate,Active
805,Android App Development with Kotlin & Jetpack: Comprehensive Guide,Technology,"Comprehensive training program focusing on android app development with kotlin & jetpack with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Active
806,Power BI End-to-End Enterprise Dashboards - Executive Training,Business Analytics,"Comprehensive training program focusing on power bi end-to-end enterprise dashboards with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
807,CFA Level 2 Deep Dive & Practice Sets: Mastery,Certification,"Comprehensive training program focusing on cfa level 2 deep dive & practice sets with practical focus on mastery, case studies, and hands-on exercises.",10999,Advanced,Active
808,Competition Law & Anti-Trust Regulations - Crash Course,Law,"Comprehensive training program focusing on competition law & anti-trust regulations with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
809,Executive Training: Direct Tax Laws and International Taxation,CA,"Comprehensive training program focusing on direct tax laws and international taxation with practical focus on executive training, case studies, and hands-on exercises.",10999,Intermediate,Active
810,Predictive Business Analytics with R: Strategy & Implementation,Business Analytics,"Comprehensive training program focusing on predictive business analytics with r with practical focus on strategy & implementation, case studies, and hands-on exercises.",5999,Intermediate,Active
811,Private Equity Deal Structuring: Strategy & Implementation,Finance,"Comprehensive training program focusing on private equity deal structuring with practical focus on strategy & implementation, case studies, and hands-on exercises.",6999,Intermediate,Active
812,Practical Applications: Drafting Commercial Contracts & Service Agreements,Law,"Comprehensive training program focusing on drafting commercial contracts & service agreements with practical focus on practical applications, case studies, and hands-on exercises.",5999,Intermediate,Active
